-------------------------------------------------------------------------------------------------------------------------------------------------
At. num | Ion Charge | El. Name      | Ground Shells (a)    | Ground Level        |      Ionization Energy (b) (eV)      | Uncertainty (c) (eV) |
     73 |          0 | Tantalum      | [Xe].4f14.5d3.6s2    | 4F<3/2>             |        7.549571                      |     0.000025         |
     73 |         +1 | Tantalum      | [Xe].4f14.5d3.6s     | 5F<1>               |      [16.2]                          |     0.5              |
     73 |         +2 | Tantalum      | [Xe].4f14.5d3        | 4F<3/2>             |      (23.1)                          |     1.6              |
     73 |         +3 | Tantalum      | [Xe].4f14.5d2        | 3F<2>               |      (35.0)                          |     1.7              |
     73 |         +4 | Tantalum      | [Xe].4f14.5d         | 2D<3/2>             |      [48.272]                        |     0.025            |
     73 |         +5 | Tantalum      | [Xe].4f14            | 1S0                 |      [94.01]                         |     0.05             |
     73 |         +6 | Tantalum      | [Xe].4f13            | 2F*<7/2>            |     (119)                            |     6                |
     73 |         +7 | Tantalum      | [Cd].4f13.5p5        |                     |     (139)                            |     7                |
     73 |         +8 | Tantalum      | [Cd].4f13.5p4        | *                   |     (159)                            |     8                |
     73 |         +9 | Tantalum      | [Cd].4f13.5p3        |                     |     (180)                            |     9                |
     73 |        +10 | Tantalum      | [Cd].4f13.5p2        | 4F*<7/2>            |     (213)                            |    11                |
     73 |        +11 | Tantalum      | [Cd].4f13.5p         |                     |     (235)                            |    12                |
     73 |        +12 | Tantalum      | [Cd].4f13            | 2F*<7/2>            |     (262)                            |    14                |
     73 |        +13 | Tantalum      | [Cd].4f12            | 3H<6>               |     (304)                            |    15                |
     73 |        +14 | Tantalum      | [Cd].4f11            | 4I*<15/2>           |     (338)                            |    17                |
     73 |        +15 | Tantalum      | [Kr].4d10.4f11.5s    | 5I*<8>              |     (363)                            |    19                |
     73 |        +16 | Tantalum      | [Kr].4d10.4f11       | *                   |     (396)                            |    20                |
     73 |        +17 | Tantalum      | [Kr].4d10.4f10       |                     |     (439)                            |    22                |
     73 |        +18 | Tantalum      | [Kr].4d10.4f9        | 6H*<15/2>           |     (482)                            |    24                |
     73 |        +19 | Tantalum      | [Kr].4d10.4f8        | 7F<6>               |     (530)                            |    30                |
     73 |        +20 | Tantalum      | [Kr].4d10.4f7        | 8S*<7/2>            |     (570)                            |    30                |
     73 |        +21 | Tantalum      | [Kr].4d10.4f6        | 7F0                 |     (610)                            |    30                |
     73 |        +22 | Tantalum      | [Kr].4d10.4f5        | 6H*<5/2>            |     (660)                            |    30                |
     73 |        +23 | Tantalum      | [Kr].4d10.4f4        | 5I<4>               |     (700)                            |    30                |
     73 |        +24 | Tantalum      | [Kr].4d10.4f3        | 4I*<9/2>            |     (750)                            |    40                |
     73 |        +25 | Tantalum      | [Kr].4d10.4f2        | 3H<4>               |     (790)                            |    40                |
     73 |        +26 | Tantalum      | [Kr].4d10.4f         | 2F*<5/2>            |     (832)                            |    10                |
     73 |        +27 | Tantalum      | [Kr].4d10            | 1S0                 |    (1064)                            |     4                |
     73 |        +28 | Tantalum      | [Kr].4d9             | 2D<5/2>             |    (1110)                            |     4                |
     73 |        +29 | Tantalum      | [Kr].4d8             | 3F<4>               |    (1160)                            |     4                |
     73 |        +30 | Tantalum      | [Kr].4d7             | 4F<9/2>             |    (1211)                            |     4                |
